"county","cousub20","state","place","stab","CountyName","MCDName","PlaceName","hus20","afact"
"County code","County subdivision (2020)","State code","Place code","State abbr.","County name","County subdivision / MCD name","Place name","Total housing units (2020 Census)","cousub20-to-place allocation factor"
"29001","04546","29","39026","MO","Adair MO","Benton township, Adair MO","Kirksville city, MO",7814,0.8953 
"29001","04546","29","99999","MO","Adair MO","Benton township, Adair MO","[not in a place]",914,0.1047 
"29001","14248","29","99999","MO","Adair MO","Clay township, Adair MO","[not in a place]",267,1 
"29001","41924","29","99999","MO","Adair MO","Liberty township, Adair MO","[not in a place]",167,1 
"29001","50096","29","99999","MO","Adair MO","Morrow township, Adair MO","[not in a place]",189,1 
"29001","52526","29","16138","MO","Adair MO","Nineveh township, Adair MO","Connelsville CDP, MO",24,0.0426 
"29001","52526","29","53534","MO","Adair MO","Nineveh township, Adair MO","Novinger city, MO",205,0.3635 
"29001","52526","29","99999","MO","Adair MO","Nineveh township, Adair MO","[not in a place]",335,0.594 
"29001","57224","29","48134","MO","Adair MO","Pettis township, Adair MO","Millard village, MO",35,0.0873 
"29001","57224","29","99999","MO","Adair MO","Pettis township, Adair MO","[not in a place]",366,0.9127 
"29001","58682","29","29422","MO","Adair MO","Polk township, Adair MO","Greentop city, MO",37,0.1468 
"29001","58682","29","99999","MO","Adair MO","Polk township, Adair MO","[not in a place]",215,0.8532 
"29001","65540","29","08002","MO","Adair MO","Salt River township, Adair MO","Brashear city, MO",126,0.2825 
"29001","65540","29","99999","MO","Adair MO","Salt River township, Adair MO","[not in a place]",320,0.7175 
"29001","76786","29","99999","MO","Adair MO","Walnut township, Adair MO","[not in a place]",131,1 
"29001","80134","29","26920","MO","Adair MO","Wilson township, Adair MO","Gibbs village, MO",33,0.171 
"29001","80134","29","99999","MO","Adair MO","Wilson township, Adair MO","[not in a place]",160,0.829 
"29003","04564","29","06922","MO","Andrew MO","Benton township, Andrew MO","Bolckow city, MO",90,0.2195 
"29003","04564","29","63200","MO","Andrew MO","Benton township, Andrew MO","Rosendale city, MO",42,0.1024 
"29003","04564","29","99999","MO","Andrew MO","Benton township, Andrew MO","[not in a place]",278,0.678 
"29003","14266","29","99999","MO","Andrew MO","Clay township, Andrew MO","[not in a place]",98,1 
"29003","22330","29","99999","MO","Andrew MO","Empire township, Andrew MO","[not in a place]",168,1 
"29003","35576","29","24184","MO","Andrew MO","Jackson township, Andrew MO","Fillmore city, MO",84,0.3206 
"29003","35576","29","99999","MO","Andrew MO","Jackson township, Andrew MO","[not in a place]",178,0.6794 
"29003","36710","29","16802","MO","Andrew MO","Jefferson township, Andrew MO","Country Club village, MO",1062,0.4896 
"29003","36710","29","99999","MO","Andrew MO","Jefferson township, Andrew MO","[not in a place]",1107,0.5104 
"29003","42572","29","01018","MO","Andrew MO","Lincoln township, Andrew MO","Amazonia village, MO",122,0.246 
"29003","42572","29","99999","MO","Andrew MO","Lincoln township, Andrew MO","[not in a place]",374,0.754 
"29003","49286","29","16588","MO","Andrew MO","Monroe township, Andrew MO","Cosby village, MO",48,0.1468 
"29003","49286","29","99999","MO","Andrew MO","Monroe township, Andrew MO","[not in a place]",279,0.8532 
"29003","52688","29","66044","MO","Andrew MO","Nodaway township, Andrew MO","Savannah city, MO",2218,0.7591 
"29003","52688","29","99999","MO","Andrew MO","Nodaway township, Andrew MO","[not in a place]",704,0.2409 
"29003","58106","29","60842","MO","Andrew MO","Platte township, Andrew MO","Rea city, MO",27,0.135 
"29003","58106","29","99999","MO","Andrew MO","Platte township, Andrew MO","[not in a place]",173,0.865 
"29003","62534","29","99999","MO","Andrew MO","Rochester township, Andrew MO","[not in a place]",499,1 
"29005","04582","29","99999","MO","Atchison MO","Benton township, Atchison MO","[not in a place]",19,1 
"29005","09244","29","99999","MO","Atchison MO","Buchanan township, Atchison MO","[not in a place]",33,1 
"29005","13996","29","23266","MO","Atchison MO","Clark township, Atchison MO","Fairfax city, MO",321,0.7329 
"29005","13996","29","99999","MO","Atchison MO","Clark township, Atchison MO","[not in a place]",117,0.2671 
"29005","14284","29","62696","MO","Atchison MO","Clay township, Atchison MO","Rock Port city, MO",636,0.7378 
"29005","14284","29","99999","MO","Atchison MO","Clay township, Atchison MO","[not in a place]",226,0.2622 
"29005","15454","29","99999","MO","Atchison MO","Colfax township, Atchison MO","[not in a place]",27,1 
"29005","18028","29","99999","MO","Atchison MO","Dale township, Atchison MO","[not in a place]",102,1 
"29005","42590","29","06247","MO","Atchison MO","Lincoln township, Atchison MO","Blanchard CDP, MO",11,0.0582 
"29005","42590","29","78622","MO","Atchison MO","Lincoln township, Atchison MO","Westboro city, MO",65,0.3439 
"29005","42590","29","99999","MO","Atchison MO","Lincoln township, Atchison MO","[not in a place]",113,0.5979 
"29005","52598","29","77848","MO","Atchison MO","Nishnabotna township, Atchison MO","Watson village, MO",38,0.5672 
"29005","52598","29","99999","MO","Atchison MO","Nishnabotna township, Atchison MO","[not in a place]",29,0.4328 
"29005","58700","29","99999","MO","Atchison MO","Polk township, Atchison MO","[not in a place]",113,1 
"29005","72358","29","72340","MO","Atchison MO","Tarkio township, Atchison MO","Tarkio city, MO",788,0.9057 
"29005","72358","29","99999","MO","Atchison MO","Tarkio township, Atchison MO","[not in a place]",82,0.0943 
"29005","72646","29","62696","MO","Atchison MO","Templeton township, Atchison MO","Rock Port city, MO",1,0.0909 
"29005","72646","29","99999","MO","Atchison MO","Templeton township, Atchison MO","[not in a place]",10,0.9091 
"29007","17686","29","23662","MO","Audrain MO","Cuivre township, Audrain MO","Farber city, MO",150,0.0878 
"29007","17686","29","75688","MO","Audrain MO","Cuivre township, Audrain MO","Vandalia city, MO",1203,0.7039 
"29007","17686","29","99999","MO","Audrain MO","Cuivre township, Audrain MO","[not in a place]",356,0.2083 
"29007","43148","29","39602","MO","Audrain MO","Linn township, Audrain MO","Laddonia city, MO",3,0.012 
"29007","43148","29","63560","MO","Audrain MO","Linn township, Audrain MO","Rush Hill village, MO",53,0.2112 
"29007","43148","29","99999","MO","Audrain MO","Linn township, Audrain MO","[not in a place]",195,0.7769 
"29007","44210","29","04834","MO","Audrain MO","Loutre township, Audrain MO","Benton City village, MO",49,0.135 
"29007","44210","29","46460","MO","Audrain MO","Loutre township, Audrain MO","Martinsburg town, MO",136,0.3747 
"29007","44210","29","99999","MO","Audrain MO","Loutre township, Audrain MO","[not in a place]",178,0.4904 
"29007","59474","29","39602","MO","Audrain MO","Prairie township, Audrain MO","Laddonia city, MO",250,0.58 
"29007","59474","29","99999","MO","Audrain MO","Prairie township, Audrain MO","[not in a place]",181,0.42 
"29007","65432","29","99999","MO","Audrain MO","Saling township, Audrain MO","[not in a place]",377,1 
"29007","65558","29","47648","MO","Audrain MO","Salt River township, Audrain MO","Mexico city, MO",3212,0.7348 
"29007","65558","29","99999","MO","Audrain MO","Salt River township, Audrain MO","[not in a place]",1159,0.2652 
"29007","68744","29","47648","MO","Audrain MO","South Fork township, Audrain MO","Mexico city, MO",1988,0.8388 
"29007","68744","29","75706","MO","Audrain MO","South Fork township, Audrain MO","Vandiver village, MO",32,0.0135 
"29007","68744","29","99999","MO","Audrain MO","South Fork township, Audrain MO","[not in a place]",350,0.1477 
"29007","80152","29","99999","MO","Audrain MO","Wilson township, Audrain MO","[not in a place]",670,1 
"29009","02116","29","99999","MO","Barry MO","Ash township, Barry MO","[not in a place]",375,1 
"29009","10162","29","10144","MO","Barry MO","Butterfield township, Barry MO","Butterfield city, MO",152,0.427 
"29009","10162","29","99999","MO","Barry MO","Butterfield township, Barry MO","[not in a place]",204,0.573 
"29009","11332","29","49196","MO","Barry MO","Capps Creek township, Barry MO","Monett city, MO",1,0.004 
"29009","11332","29","99999","MO","Barry MO","Capps Creek township, Barry MO","[not in a place]",252,0.996 
"29009","16534","29","99999","MO","Barry MO","Corsicana township, Barry MO","[not in a place]",152,1 
"29009","17092","29","99999","MO","Barry MO","Crane Creek township, Barry MO","[not in a place]",341,1 
"29009","23140","29","23122","MO","Barry MO","Exeter township, Barry MO","Exeter city, MO",331,0.4715 
"29009","23140","29","99999","MO","Barry MO","Exeter township, Barry MO","[not in a place]",371,0.5285 
"29009","24436","29","11890","MO","Barry MO","Flat Creek township, Barry MO","Cassville city, MO",1389,0.5359 
"29009","24436","29","99999","MO","Barry MO","Flat Creek township, Barry MO","[not in a place]",1203,0.4641 
"29009","37142","29","99999","MO","Barry MO","Jenkins township, Barry MO","[not in a place]",166,1 
"29009","38837","29","49196","MO","Barry MO","Kings Prairie township, Barry MO","Monett city, MO",12,0.0307 
"29009","38837","29","99999","MO","Barry MO","Kings Prairie township, Barry MO","[not in a place]",379,0.9693 
"29009","41942","29","99999","MO","Barry MO","Liberty township, Barry MO","[not in a place]",526,1 
"29009","44912","29","99999","MO","Barry MO","McDonald township, Barry MO","[not in a place]",326,1 
"29009","44966","29","99999","MO","Barry MO","McDowell township, Barry MO","[not in a place]",136,1 
"29009","48674","29","99999","MO","Barry MO","Mineral township, Barry MO","[not in a place]",408,1 
"29009","49214","29","49196","MO","Barry MO","Monett township, Barry MO","Monett city, MO",2543,0.8938 
"29009","49214","29","99999","MO","Barry MO","Monett township, Barry MO","[not in a place]",302,0.1062 
"29009","50366","29","99999","MO","Barry MO","Mountain township, Barry MO","[not in a place]",141,1 
"29009","55730","29","99999","MO","Barry MO","Ozark township, Barry MO","[not in a place]",370,1 
"29009","57962","29","99999","MO","Barry MO","Pioneer township, Barry MO","[not in a place]",75,1 
"29009","58484","29","99999","MO","Barry MO","Pleasant Ridge township, Barry MO","[not in a place]",191,1 
"29009","60194","29","60176","MO","Barry MO","Purdy township, Barry MO","Purdy city, MO",428,0.5397 
"29009","60194","29","99999","MO","Barry MO","Purdy township, Barry MO","[not in a place]",365,0.4603 
"29009","62318","29","13015","MO","Barry MO","Roaring River township, Barry MO","Chain-O-Lakes village, MO",77,0.0714 
"29009","62318","29","20656","MO","Barry MO","Roaring River township, Barry MO","Eagle Rock CDP, MO",165,0.1531 
"29009","62318","29","99999","MO","Barry MO","Roaring River township, Barry MO","[not in a place]",836,0.7755 
"29009","67250","29","67232","MO","Barry MO","Shell Knob township, Barry MO","Shell Knob CDP, MO",420,0.4565 
"29009","67250","29","99999","MO","Barry MO","Shell Knob township, Barry MO","[not in a place]",500,0.5435 
"29009","71332","29","66530","MO","Barry MO","Sugar Creek township, Barry MO","Seligman city, MO",372,0.4526 
"29009","71332","29","99999","MO","Barry MO","Sugar Creek township, Barry MO","[not in a place]",450,0.5474 
"29009","77218","29","77200","MO","Barry MO","Washburn township, Barry MO","Washburn city, MO",196,0.4092 
"29009","77218","29","99999","MO","Barry MO","Washburn township, Barry MO","[not in a place]",283,0.5908 
"29009","79144","29","79126","MO","Barry MO","Wheaton township, Barry MO","Wheaton city, MO",289,0.6848 
"29009","79144","29","99999","MO","Barry MO","Wheaton township, Barry MO","[not in a place]",133,0.3152 
"29009","79522","29","02034","MO","Barry MO","White River township, Barry MO","Arrow Point village, MO",67,0.0315 
"29009","79522","29","22250","MO","Barry MO","White River township, Barry MO","Emerald Beach village, MO",209,0.0981 
"29009","79522","29","27658","MO","Barry MO","White River township, Barry MO","Golden CDP, MO",231,0.1085 
"29009","79522","29","67232","MO","Barry MO","White River township, Barry MO","Shell Knob CDP, MO",442,0.2075 
"29009","79522","29","99999","MO","Barry MO","White River township, Barry MO","[not in a place]",1181,0.5545 
"29011","03502","29","99999","MO","Barton MO","Barton City township, Barton MO","[not in a place]",95,1 
"29011","12736","29","34192","MO","Barton MO","Central township, Barton MO","Iantha CDP, MO",43,0.187 
"29011","12736","29","99999","MO","Barton MO","Central township, Barton MO","[not in a place]",187,0.813 
"29011","13897","29","40376","MO","Barton MO","City township, Barton MO","Lamar city, MO",2016,1 
"29011","20026","29","99999","MO","Barton MO","Doylesport township, Barton MO","[not in a place]",95,1 
"29011","27694","29","27676","MO","Barton MO","Golden City township, Barton MO","Golden City city, MO",352,0.6957 
"29011","27694","29","99999","MO","Barton MO","Golden City township, Barton MO","[not in a place]",154,0.3043 
"29011","40394","29","40430","MO","Barton MO","Lamar township, Barton MO","Lamar Heights city, MO",77,0.1269 
"29011","40394","29","99999","MO","Barton MO","Lamar township, Barton MO","[not in a place]",530,0.8731 
"29011","41618","29","41906","MO","Barton MO","Leroy township, Barton MO","Liberal city, MO",16,0.1468 
"29011","41618","29","99999","MO","Barton MO","Leroy township, Barton MO","[not in a place]",93,0.8532 
"29011","48116","29","48098","MO","Barton MO","Milford township, Barton MO","Milford village, MO",16,0.1185 
"29011","48116","29","99999","MO","Barton MO","Milford township, Barton MO","[not in a place]",119,0.8815 
"29011","51248","29","99999","MO","Barton MO","Nashville township, Barton MO","[not in a place]",153,1 
"29011","52238","29","99999","MO","Barton MO","Newport township, Barton MO","[not in a place]",149,1 
"29011","53048","29","99999","MO","Barton MO","Northfork township, Barton MO","[not in a place]",112,1 
"29011","55748","29","09802","MO","Barton MO","Ozark township, Barton MO","Burgess CDP, MO",27,0.0631 
"29011","55748","29","41906","MO","Barton MO","Ozark township, Barton MO","Liberal city, MO",309,0.722 
"29011","55748","29","99999","MO","Barton MO","Ozark township, Barton MO","[not in a place]",92,0.215 
"29011","61454","29","99999","MO","Barton MO","Richland township, Barton MO","[not in a place]",224,1 
"29011","69194","29","48566","MO","Barton MO","South West township, Barton MO","Mindenmines city, MO",138,0.5542 
"29011","69194","29","99999","MO","Barton MO","South West township, Barton MO","[not in a place]",111,0.4458 
"29011","74482","29","35486","MO","Barton MO","Union township, Barton MO","Irwin CDP, MO",19,0.1044 
"29011","74482","29","99999","MO","Barton MO","Union township, Barton MO","[not in a place]",163,0.8956 
"29013","13384","29","99999","MO","Bates MO","Charlotte township, Bates MO","[not in a place]",136,1 
"29013","18712","29","99999","MO","Bates MO","Deepwater township, Bates MO","[not in a place]",115,1 
"29013","18766","29","00244","MO","Bates MO","Deer Creek township, Bates MO","Adrian city, MO",644,0.6472 
"29013","18766","29","99999","MO","Bates MO","Deer Creek township, Bates MO","[not in a place]",351,0.3528 
"29013","20800","29","99999","MO","Bates MO","East Boone township, Bates MO","[not in a place]",213,1 
"29013","21664","29","99999","MO","Bates MO","Elkhart township, Bates MO","[not in a place]",129,1 
"29013","28234","29","99999","MO","Bates MO","Grand River township, Bates MO","[not in a place]",124,1 
"29013","32788","29","01072","MO","Bates MO","Homer township, Bates MO","Amoret city, MO",66,0.4024 
"29013","32788","29","99999","MO","Bates MO","Homer township, Bates MO","[not in a place]",98,0.5976 
"29013","33310","29","33724","MO","Bates MO","Howard township, Bates MO","Hume town, MO",120,0.5455 
"29013","33310","29","99999","MO","Bates MO","Howard township, Bates MO","[not in a place]",100,0.4545 
"29013","33562","29","99999","MO","Bates MO","Hudson township, Bates MO","[not in a place]",87,1 
"29013","43796","29","99999","MO","Bates MO","Lone Oak township, Bates MO","[not in a place]",127,1 
"29013","48746","29","99999","MO","Bates MO","Mingo township, Bates MO","[not in a place]",107,1 
"29013","50294","29","00244","MO","Bates MO","Mound township, Bates MO","Adrian city, MO",141,0.4063 
"29013","50294","29","56468","MO","Bates MO","Mound township, Bates MO","Passaic town, MO",11,0.0317 
"29013","50294","29","99999","MO","Bates MO","Mound township, Bates MO","[not in a place]",195,0.562 
"29013","50546","29","10054","MO","Bates MO","Mount Pleasant township, Bates MO","Butler city, MO",1908,0.848 
"29013","50546","29","99999","MO","Bates MO","Mount Pleasant township, Bates MO","[not in a place]",342,0.152 
"29013","51950","29","99999","MO","Bates MO","New Home township, Bates MO","[not in a place]",89,1 
"29013","55028","29","61418","MO","Bates MO","Osage township, Bates MO","Rich Hill city, MO",622,0.8316 
"29013","55028","29","99999","MO","Bates MO","Osage township, Bates MO","[not in a place]",126,0.1684 
"29013","58340","29","99999","MO","Bates MO","Pleasant Gap township, Bates MO","[not in a place]",96,1 
"29013","59492","29","99999","MO","Bates MO","Prairie township, Bates MO","[not in a place]",66,1 
"29013","62804","29","62786","MO","Bates MO","Rockville township, Bates MO","Rockville city, MO",96,0.7111 
"29013","62804","29","99999","MO","Bates MO","Rockville township, Bates MO","[not in a place]",39,0.2889 
"29013","67052","29","99999","MO","Bates MO","Shawnee township, Bates MO","[not in a place]",112,1 
"29013","70198","29","99999","MO","Bates MO","Spruce township, Bates MO","[not in a place]",142,1 
"29013","71530","29","99999","MO","Bates MO","Summit township, Bates MO","[not in a place]",119,1 
"29013","76804","29","25372","MO","Bates MO","Walnut township, Bates MO","Foster village, MO",44,0.2651 
"29013","76804","29","99999","MO","Bates MO","Walnut township, Bates MO","[not in a place]",122,0.7349 
"29013","78604","29","20134","MO","Bates MO","West Boone township, Bates MO","Drexel city, MO",60,0.2113 
"29013","78604","29","47540","MO","Bates MO","West Boone township, Bates MO","Merwin village, MO",27,0.0951 
"29013","78604","29","99999","MO","Bates MO","West Boone township, Bates MO","[not in a place]",197,0.6937 
"29013","78946","29","01090","MO","Bates MO","West Point township, Bates MO","Amsterdam city, MO",100,0.4587 
"29013","78946","29","99999","MO","Bates MO","West Point township, Bates MO","[not in a place]",118,0.5413 
"29015","00586","29","99999","MO","Benton MO","Alexander township, Benton MO","[not in a place]",498,1 
"29015","15418","29","99999","MO","Benton MO","Cole township, Benton MO","[not in a place]",2009,1 
"29015","26074","29","79288","MO","Benton MO","Fristoe township, Benton MO","White Branch CDP, MO",209,0.1239 
"29015","26074","29","99999","MO","Benton MO","Fristoe township, Benton MO","[not in a place]",1478,0.8761 
"29015","53142","29","99999","MO","Benton MO","North Lindsey township, Benton MO","[not in a place]",1148,1 
"29015","68933","29","77146","MO","Benton MO","South Lindsey township, Benton MO","Warsaw city, MO",1082,0.6452 
"29015","68933","29","99999","MO","Benton MO","South Lindsey township, Benton MO","[not in a place]",595,0.3548 
"29015","73564","29","04864","MO","Benton MO","Tom township, Benton MO","Bent Tree Harbor CDP, MO",843,0.3308 
"29015","73564","29","79288","MO","Benton MO","Tom township, Benton MO","White Branch CDP, MO",11,0.0043 
"29015","73564","29","99999","MO","Benton MO","Tom township, Benton MO","[not in a place]",1694,0.6648 
"29015","74500","29","99999","MO","Benton MO","Union township, Benton MO","[not in a place]",1417,1 
"29015","79252","29","35306","MO","Benton MO","White township, Benton MO","Ionia town, MO",46,0.0426 
"29015","79252","29","42608","MO","Benton MO","White township, Benton MO","Lincoln city, MO",498,0.4607 
"29015","79252","29","99999","MO","Benton MO","White township, Benton MO","[not in a place]",537,0.4968 
"29015","79936","29","15436","MO","Benton MO","Williams township, Benton MO","Cole Camp city, MO",527,0.3546 
"29015","79936","29","99999","MO","Benton MO","Williams township, Benton MO","[not in a place]",959,0.6454 
"29017","17380","29","99999","MO","Bollinger MO","Crooked Creek township, Bollinger MO","[not in a place]",537,1 
"29017","24210","29","99999","MO","Bollinger MO","Filmore township, Bollinger MO","[not in a place]",259,1 
"29017","41960","29","99999","MO","Bollinger MO","Liberty township, Bollinger MO","[not in a place]",496,1 
"29017","44084","29","27280","MO","Bollinger MO","Lorance township, Bollinger MO","Glen Allen town, MO",37,0.0213 
"29017","44084","29","45848","MO","Bollinger MO","Lorance township, Bollinger MO","Marble Hill city, MO",680,0.3908 
"29017","44084","29","99999","MO","Bollinger MO","Lorance township, Bollinger MO","[not in a place]",1023,0.5879 
"29017","66314","29","99999","MO","Bollinger MO","Scopus township, Bollinger MO","[not in a place]",557,1 
"29017","74518","29","99999","MO","Bollinger MO","Union township, Bollinger MO","[not in a place]",423,1 
"29017","77956","29","81430","MO","Bollinger MO","Wayne township, Bollinger MO","Zalma CDP, MO",38,0.0628 
"29017","77956","29","99999","MO","Bollinger MO","Wayne township, Bollinger MO","[not in a place]",567,0.9372 
"29017","79594","29","66476","MO","Bollinger MO","Whitewater township, Bollinger MO","Sedgewickville village, MO",75,0.1786 
"29017","79594","29","99999","MO","Bollinger MO","Whitewater township, Bollinger MO","[not in a place]",345,0.8214 
"29019","07498","29","14068","MO","Boone MO","Bourbon township, Boone MO","Clark city, MO",2,0.0017 
"29019","07498","29","71224","MO","Boone MO","Bourbon township, Boone MO","Sturgeon city, MO",414,0.3482 
"29019","07498","29","99999","MO","Boone MO","Bourbon township, Boone MO","[not in a place]",773,0.6501 
"29019","12142","29","02242","MO","Boone MO","Cedar township, Boone MO","Ashland city, MO",922,0.4489 
"29019","12142","29","30718","MO","Boone MO","Cedar township, Boone MO","Hartsburg town, MO",66,0.0321 
"29019","12142","29","99999","MO","Boone MO","Cedar township, Boone MO","[not in a place]",1066,0.519 
"29019","12916","29","12898","MO","Boone MO","Centralia township, Boone MO","Centralia city, MO",1930,0.8391 
"29019","12916","29","99999","MO","Boone MO","Centralia township, Boone MO","[not in a place]",370,0.1609 
"29019","15688","29","15670","MO","Boone MO","Columbia township, Boone MO","Columbia city, MO",27328,0.8576 
"29019","15688","29","99999","MO","Boone MO","Columbia township, Boone MO","[not in a place]",4536,0.1424 
"29019","38045","29","33868","MO","Boone MO","Katy township, Boone MO","Huntsdale town, MO",14,0.0082 
"29019","38045","29","62498","MO","Boone MO","Katy township, Boone MO","Rocheport city, MO",120,0.0701 
"29019","38045","29","99999","MO","Boone MO","Katy township, Boone MO","[not in a place]",1578,0.9217 
"29019","48944","29","15670","MO","Boone MO","Missouri township, Boone MO","Columbia city, MO",25823,0.9077 
"29019","48944","29","99999","MO","Boone MO","Missouri township, Boone MO","[not in a place]",2626,0.0923 
"29019","57026","29","30484","MO","Boone MO","Perche township, Boone MO","Harrisburg town, MO",112,0.0628 
"29019","57026","29","99999","MO","Boone MO","Perche township, Boone MO","[not in a place]",1672,0.9372 
"29019","62584","29","15670","MO","Boone MO","Rock Bridge township, Boone MO","Columbia city, MO",2606,0.608 
"29019","62584","29","44768","MO","Boone MO","Rock Bridge township, Boone MO","McBaine town, MO",8,0.0019 
"29019","62584","29","57512","MO","Boone MO","Rock Bridge township, Boone MO","Pierpont village, MO",15,0.0035 
"29019","62584","29","99999","MO","Boone MO","Rock Bridge township, Boone MO","[not in a place]",1657,0.3866 
"29019","62840","29","15670","MO","Boone MO","Rocky Fork township, Boone MO","Columbia city, MO",99,0.0258 
"29019","62840","29","29998","MO","Boone MO","Rocky Fork township, Boone MO","Hallsville city, MO",698,0.182 
"29019","62840","29","99999","MO","Boone MO","Rocky Fork township, Boone MO","[not in a place]",3038,0.7922 
"29019","73126","29","02242","MO","Boone MO","Three Creeks township, Boone MO","Ashland city, MO",941,0.3982 
"29019","73126","29","15670","MO","Boone MO","Three Creeks township, Boone MO","Columbia city, MO",72,0.0305 
"29019","73126","29","57512","MO","Boone MO","Three Creeks township, Boone MO","Pierpont village, MO",15,0.0063 
"29019","73126","29","99999","MO","Boone MO","Three Creeks township, Boone MO","[not in a place]",1335,0.565 
"29021","00316","29","00298","MO","Buchanan MO","Agency township, Buchanan MO","Agency village, MO",232,0.4725 
"29021","00316","29","99999","MO","Buchanan MO","Agency township, Buchanan MO","[not in a place]",259,0.5275 
"29021","06418","29","18946","MO","Buchanan MO","Bloomington township, Buchanan MO","De Kalb town, MO",92,0.3297 
"29021","06418","29","99999","MO","Buchanan MO","Bloomington township, Buchanan MO","[not in a place]",187,0.6703 
"29021","12484","29","00298","MO","Buchanan MO","Center township, Buchanan MO","Agency village, MO",26,0.021 
"29021","12484","29","64550","MO","Buchanan MO","Center township, Buchanan MO","St. Joseph city, MO",329,0.2655 
"29021","12484","29","99999","MO","Buchanan MO","Center township, Buchanan MO","[not in a place]",884,0.7135 
"29021","17110","29","23824","MO","Buchanan MO","Crawford township, Buchanan MO","Faucett CDP, MO",111,0.2861 
"29021","17110","29","99999","MO","Buchanan MO","Crawford township, Buchanan MO","[not in a place]",277,0.7139 
"29021","35594","29","99999","MO","Buchanan MO","Jackson township, Buchanan MO","[not in a place]",224,1 
"29021","39800","29","99999","MO","Buchanan MO","Lake township, Buchanan MO","[not in a place]",23,1 
"29021","45938","29","21034","MO","Buchanan MO","Marion township, Buchanan MO","Easton city, MO",107,0.211 
"29021","45938","29","99999","MO","Buchanan MO","Marion township, Buchanan MO","[not in a place]",400,0.789 
"29021","58124","29","28036","MO","Buchanan MO","Platte township, Buchanan MO","Gower city, MO",14,0.0667 
"29021","58124","29","99999","MO","Buchanan MO","Platte township, Buchanan MO","[not in a place]",196,0.9333 
"29021","63542","29","41834","MO","Buchanan MO","Rush township, Buchanan MO","Lewis and Clark Village town, MO",49,0.1463 
"29021","63542","29","63596","MO","Buchanan MO","Rush township, Buchanan MO","Rushville village, MO",106,0.3164 
"29021","63542","29","99999","MO","Buchanan MO","Rush township, Buchanan MO","[not in a place]",180,0.5373 
"29021","73798","29","99999","MO","Buchanan MO","Tremont township, Buchanan MO","[not in a place]",292,1 
"29021","77236","29","64550","MO","Buchanan MO","Washington township, Buchanan MO","St. Joseph city, MO",32699,0.962 
"29021","77236","29","99999","MO","Buchanan MO","Washington township, Buchanan MO","[not in a place]",1290,0.038 
"29021","77974","29","99999","MO","Buchanan MO","Wayne township, Buchanan MO","[not in a place]",281,1 
"29023","02224","29","08812","MO","Butler MO","Ash Hill township, Butler MO","Broseley CDP, MO",68,0.0482 
"29023","02224","29","24328","MO","Butler MO","Ash Hill township, Butler MO","Fisk city, MO",171,0.1211 
"29023","02224","29","60428","MO","Butler MO","Ash Hill township, Butler MO","Qulin city, MO",213,0.1508 
"29023","02224","29","99999","MO","Butler MO","Ash Hill township, Butler MO","[not in a place]",960,0.6799 
"29023","03826","29","23248","MO","Butler MO","Beaver Dam township, Butler MO","Fairdealing CDP, MO",82,0.0372 
"29023","03826","29","30844","MO","Butler MO","Beaver Dam township, Butler MO","Harviell CDP, MO",48,0.0218 
"29023","03826","29","99999","MO","Butler MO","Beaver Dam township, Butler MO","[not in a place]",2076,0.9411 
"29023","06076","29","99999","MO","Butler MO","Black River township, Butler MO","[not in a place]",713,1 
"29023","11044","29","99999","MO","Butler MO","Cane Creek township, Butler MO","[not in a place]",225,1 
"29023","16264","29","99999","MO","Butler MO","Coon Island township, Butler MO","[not in a place]",66,1 
"29023","22492","29","99999","MO","Butler MO","Epps township, Butler MO","[not in a place]",1450,1 
"29023","27046","29","99999","MO","Butler MO","Gillis Bluff township, Butler MO","[not in a place]",251,1 
"29023","51392","29","51446","MO","Butler MO","Neely township, Butler MO","Neelyville city, MO",155,0.3856 
"29023","51392","29","99999","MO","Butler MO","Neely township, Butler MO","[not in a place]",247,0.6144 
"29023","59114","29","59096","MO","Butler MO","Poplar Bluff township, Butler MO","Poplar Bluff city, MO",7564,0.6508 
"29023","59114","29","99999","MO","Butler MO","Poplar Bluff township, Butler MO","[not in a place]",4059,0.3492 
"29023","64262","29","99999","MO","Butler MO","St. Francois township, Butler MO","[not in a place]",939,1 
"29025","08146","29","08128","MO","Caldwell MO","Breckenridge township, Caldwell MO","Breckenridge city, MO",174,0.6692 
"29025","08146","29","99999","MO","Caldwell MO","Breckenridge township, Caldwell MO","[not in a place]",86,0.3308 
"29025","18370","29","08038","MO","Caldwell MO","Davis township, Caldwell MO","Braymer city, MO",399,0.7486 
"29025","18370","29","99999","MO","Caldwell MO","Davis township, Caldwell MO","[not in a place]",134,0.2514 
"29025","23464","29","99999","MO","Caldwell MO","Fairview township, Caldwell MO","[not in a place]",79,1 
"29025","27784","29","99999","MO","Caldwell MO","Gomer township, Caldwell MO","[not in a place]",146,1 
"29025","28396","29","58916","MO","Caldwell MO","Grant township, Caldwell MO","Polo city, MO",251,0.3222 
"29025","28396","29","99999","MO","Caldwell MO","Grant township, Caldwell MO","[not in a place]",528,0.6778 
"29025","30052","29","30034","MO","Caldwell MO","Hamilton township, Caldwell MO","Hamilton city, MO",778,0.768 
"29025","30052","29","99999","MO","Caldwell MO","Hamilton township, Caldwell MO","[not in a place]",235,0.232 
