"county","cousub20","state","place","stab","CountyName","MCDName","PlaceName","hus20","afact"
"County code","County subdivision (2020)","State code","Place code","State abbr.","County name","County subdivision / MCD name","Place name","Total housing units (2020 Census)","cousub20-to-place allocation factor"
"29051","45974","29","12664","MO","Cole MO","Marion township, Cole MO","Centertown town, MO",149,0.088 
"29051","45974","29","65018","MO","Cole MO","Marion township, Cole MO","St. Martins city, MO",493,0.291 
"29051","45974","29","99999","MO","Cole MO","Marion township, Cole MO","[not in a place]",1052,0.621 
"29051","49844","29","43652","MO","Cole MO","Moreau township, Cole MO","Lohman city, MO",71,0.0608 
"29051","49844","29","63704","MO","Cole MO","Moreau township, Cole MO","Russellville city, MO",332,0.2842 
"29051","49844","29","99999","MO","Cole MO","Moreau township, Cole MO","[not in a place]",765,0.655 
"29051","55082","29","65162","MO","Cole MO","Osage township, Cole MO","St. Thomas town, MO",90,0.0542 
"29051","55082","29","77002","MO","Cole MO","Osage township, Cole MO","Wardsville village, MO",594,0.3576 
"29051","55082","29","99999","MO","Cole MO","Osage township, Cole MO","[not in a place]",977,0.5882 
"29053","06166","29","06148","MO","Cooper MO","Blackwater township, Cooper MO","Blackwater city, MO",70,0.4375 
"29053","06166","29","99999","MO","Cooper MO","Blackwater township, Cooper MO","[not in a place]",90,0.5625 
"29053","07336","29","07318","MO","Cooper MO","Boonville township, Cooper MO","Boonville city, MO",3322,0.7881 
"29053","07336","29","80380","MO","Cooper MO","Boonville township, Cooper MO","Windsor Place village, MO",142,0.0337 
"29053","07336","29","99999","MO","Cooper MO","Boonville township, Cooper MO","[not in a place]",751,0.1782 
"29053","14122","29","99999","MO","Cooper MO","Clark Fork township, Cooper MO","[not in a place]",263,1 
"29053","14626","29","99999","MO","Cooper MO","Clear Creek township, Cooper MO","[not in a place]",196,1 
"29053","38198","29","09658","MO","Cooper MO","Kelly township, Cooper MO","Bunceton city, MO",156,0.4952 
"29053","38198","29","99999","MO","Cooper MO","Kelly township, Cooper MO","[not in a place]",159,0.5048 
"29053","40502","29","99999","MO","Cooper MO","Lamine township, Cooper MO","[not in a place]",119,1 
"29053","41150","29","99999","MO","Cooper MO","Lebanon township, Cooper MO","[not in a place]",144,1 
"29053","53156","29","99999","MO","Cooper MO","North Moniteau township, Cooper MO","[not in a place]",99,1 
"29053","55496","29","55478","MO","Cooper MO","Otterville township, Cooper MO","Otterville city, MO",203,0.5516 
"29053","55496","29","99999","MO","Cooper MO","Otterville township, Cooper MO","[not in a place]",165,0.4484 
"29053","56000","29","99999","MO","Cooper MO","Palestine township, Cooper MO","[not in a place]",179,1 
"29053","57620","29","57602","MO","Cooper MO","Pilot Grove township, Cooper MO","Pilot Grove city, MO",307,0.6409 
"29053","57620","29","99999","MO","Cooper MO","Pilot Grove township, Cooper MO","[not in a place]",172,0.3591 
"29053","59744","29","59726","MO","Cooper MO","Prairie Home township, Cooper MO","Prairie Home city, MO",134,0.4422 
"29053","59744","29","99999","MO","Cooper MO","Prairie Home township, Cooper MO","[not in a place]",169,0.5578 
"29053","65306","29","81016","MO","Cooper MO","Saline township, Cooper MO","Wooldridge village, MO",21,0.0593 
"29053","65306","29","99999","MO","Cooper MO","Saline township, Cooper MO","[not in a place]",333,0.9407 
"29053","68978","29","99999","MO","Cooper MO","South Moniteau township, Cooper MO","[not in a place]",87,1 
"29055","04618","29","17668","MO","Crawford MO","Benton township, Crawford MO","Cuba city, MO",1539,0.543 
"29055","04618","29","35180","MO","Crawford MO","Benton township, Crawford MO","Indian Lake CDP, MO",218,0.0769 
"29055","04618","29","41114","MO","Crawford MO","Benton township, Crawford MO","Leasburg village, MO",53,0.0187 
"29055","04618","29","99999","MO","Crawford MO","Benton township, Crawford MO","[not in a place]",1024,0.3613 
"29055","07156","29","07534","MO","Crawford MO","Boone township, Crawford MO","Bourbon city, MO",720,0.2855 
"29055","07156","29","64172","MO","Crawford MO","Boone township, Crawford MO","St. Cloud village, MO",21,0.0083 
"29055","07156","29","71440","MO","Crawford MO","Boone township, Crawford MO","Sullivan city, MO",641,0.2542 
"29055","07156","29","79000","MO","Crawford MO","Boone township, Crawford MO","West Sullivan town, MO",122,0.0484 
"29055","07156","29","99999","MO","Crawford MO","Boone township, Crawford MO","[not in a place]",1018,0.4036 
"29055","16930","29","99999","MO","Crawford MO","Courtois township, Crawford MO","[not in a place]",683,1 
"29055","39242","29","35180","MO","Crawford MO","Knobview township, Crawford MO","Indian Lake CDP, MO",515,0.4961 
"29055","39242","29","99999","MO","Crawford MO","Knobview township, Crawford MO","[not in a place]",523,0.5039 
"29055","42086","29","41114","MO","Crawford MO","Liberty township, Crawford MO","Leasburg village, MO",108,0.1312 
"29055","42086","29","99999","MO","Crawford MO","Liberty township, Crawford MO","[not in a place]",715,0.8688 
"29055","47360","29","70576","MO","Crawford MO","Meramec township, Crawford MO","Steelville city, MO",634,0.3977 
"29055","47360","29","99999","MO","Crawford MO","Meramec township, Crawford MO","[not in a place]",960,0.6023 
"29055","53696","29","99999","MO","Crawford MO","Oak Hill township, Crawford MO","[not in a place]",761,1 
"29055","55100","29","99999","MO","Crawford MO","Osage township, Crawford MO","[not in a place]",573,1 
"29055","74572","29","99999","MO","Crawford MO","Union township, Crawford MO","[not in a place]",550,1 
"29057","12196","29","99999","MO","Dade MO","Cedar township, Dade MO","[not in a place]",156,1 
"29057","12502","29","29206","MO","Dade MO","Center township, Dade MO","Greenfield city, MO",639,0.6871 
"29057","12502","29","99999","MO","Dade MO","Center township, Dade MO","[not in a place]",291,0.3129 
"29057","22564","29","99999","MO","Dade MO","Ernest township, Dade MO","[not in a place]",52,1 
"29057","28432","29","99999","MO","Dade MO","Grant township, Dade MO","[not in a place]",96,1 
"29057","43508","29","43490","MO","Dade MO","Lockwood township, Dade MO","Lockwood city, MO",426,0.7634 
"29057","43508","29","99999","MO","Dade MO","Lockwood township, Dade MO","[not in a place]",132,0.2366 
"29057","45992","29","99999","MO","Dade MO","Marion township, Dade MO","[not in a place]",101,1 
"29057","52868","29","01720","MO","Dade MO","North township, Dade MO","Arcola village, MO",49,0.2322 
"29057","52868","29","99999","MO","Dade MO","North township, Dade MO","[not in a place]",162,0.7678 
"29057","53192","29","99999","MO","Dade MO","North Morgan township, Dade MO","[not in a place]",135,1 
"29057","57584","29","99999","MO","Dade MO","Pilgrim township, Dade MO","[not in a place]",61,1 
"29057","58754","29","99999","MO","Dade MO","Polk township, Dade MO","[not in a place]",271,1 
"29057","62732","29","22996","MO","Dade MO","Rock Prairie township, Dade MO","Everton city, MO",136,0.3049 
"29057","62732","29","99999","MO","Dade MO","Rock Prairie township, Dade MO","[not in a place]",310,0.6951 
"29057","63812","29","99999","MO","Dade MO","Sac township, Dade MO","[not in a place]",307,1 
"29057","68312","29","99999","MO","Dade MO","Smith township, Dade MO","[not in a place]",70,1 
"29057","68618","29","99999","MO","Dade MO","South township, Dade MO","[not in a place]",100,1 
"29057","68996","29","17992","MO","Dade MO","South Morgan township, Dade MO","Dadeville village, MO",96,0.5749 
"29057","68996","29","99999","MO","Dade MO","South Morgan township, Dade MO","[not in a place]",71,0.4251 
"29057","77326","29","68888","MO","Dade MO","Washington township, Dade MO","South Greenfield village, MO",50,0.4386 
"29057","77326","29","99999","MO","Dade MO","Washington township, Dade MO","[not in a place]",64,0.5614 
"29059","28450","29","44156","MO","Dallas MO","Grant township, Dallas MO","Louisburg village, MO",73,0.1272 
"29059","28450","29","99999","MO","Dallas MO","Grant township, Dallas MO","[not in a place]",501,0.8728 
"29059","35720","29","99999","MO","Dallas MO","Jackson township, Dallas MO","[not in a place]",941,1 
"29059","36494","29","04525","MO","Dallas MO","Jasper township, Dallas MO","Bennett Springs CDP, MO",22,0.0424 
"29059","36494","29","99999","MO","Dallas MO","Jasper township, Dallas MO","[not in a place]",497,0.9576 
"29059","42680","29","75310","MO","Dallas MO","Lincoln township, Dallas MO","Urbana city, MO",209,0.4583 
"29059","42680","29","99999","MO","Dallas MO","Lincoln township, Dallas MO","[not in a place]",247,0.5417 
"29059","48188","29","99999","MO","Dallas MO","Miller township, Dallas MO","[not in a place]",293,1 
"29059","52886","29","09514","MO","Dallas MO","North Benton township, Dallas MO","Buffalo city, MO",1129,0.585 
"29059","52886","29","99999","MO","Dallas MO","North Benton township, Dallas MO","[not in a place]",801,0.415 
"29059","67304","29","99999","MO","Dallas MO","Sheridan township, Dallas MO","[not in a place]",627,1 
"29059","67412","29","99999","MO","Dallas MO","Sherman township, Dallas MO","[not in a place]",254,1 
"29059","68636","29","09514","MO","Dallas MO","South Benton township, Dallas MO","Buffalo city, MO",429,0.4109 
"29059","68636","29","99999","MO","Dallas MO","South Benton township, Dallas MO","[not in a place]",615,0.5891 
"29059","77344","29","99999","MO","Dallas MO","Washington township, Dallas MO","[not in a place]",434,1 
"29059","80170","29","99999","MO","Dallas MO","Wilson township, Dallas MO","[not in a place]",516,1 
"29061","04636","29","56558","MO","Daviess MO","Benton township, Daviess MO","Pattonsburg city, MO",66,0.3188 
"29061","04636","29","99999","MO","Daviess MO","Benton township, Daviess MO","[not in a place]",141,0.6812 
"29061","15472","29","80548","MO","Daviess MO","Colfax township, Daviess MO","Winston village, MO",101,0.3713 
"29061","15472","29","99999","MO","Daviess MO","Colfax township, Daviess MO","[not in a place]",171,0.6287 
"29061","28270","29","36314","MO","Daviess MO","Grand River township, Daviess MO","Jameson town, MO",46,0.2771 
"29061","28270","29","99999","MO","Daviess MO","Grand River township, Daviess MO","[not in a place]",120,0.7229 
"29061","30502","29","99999","MO","Daviess MO","Harrison township, Daviess MO","[not in a place]",46,1 
"29061","35738","29","43472","MO","Daviess MO","Jackson township, Daviess MO","Lock Springs village, MO",18,0.0818 
"29061","35738","29","99999","MO","Daviess MO","Jackson township, Daviess MO","[not in a place]",202,0.9182 
"29061","36350","29","36332","MO","Daviess MO","Jamesport township, Daviess MO","Jamesport city, MO",284,0.6121 
"29061","36350","29","99999","MO","Daviess MO","Jamesport township, Daviess MO","[not in a place]",180,0.3879 
"29061","36782","29","00910","MO","Daviess MO","Jefferson township, Daviess MO","Altamont village, MO",2,0.0091 
"29061","36782","29","99999","MO","Daviess MO","Jefferson township, Daviess MO","[not in a place]",217,0.9909 
"29061","42104","29","00910","MO","Daviess MO","Liberty township, Daviess MO","Altamont village, MO",89,0.1165 
"29061","42104","29","40304","MO","Daviess MO","Liberty township, Daviess MO","Lake Viking CDP, MO",576,0.7539 
"29061","42104","29","99999","MO","Daviess MO","Liberty township, Daviess MO","[not in a place]",99,0.1296 
"29061","42698","29","99999","MO","Daviess MO","Lincoln township, Daviess MO","[not in a place]",45,1 
"29061","46010","29","99999","MO","Daviess MO","Marion township, Daviess MO","[not in a place]",119,1 
"29061","49304","29","99999","MO","Daviess MO","Monroe township, Daviess MO","[not in a place]",81,1 
"29061","65198","29","15274","MO","Daviess MO","Salem township, Daviess MO","Coffey city, MO",70,0.3125 
"29061","65198","29","56558","MO","Daviess MO","Salem township, Daviess MO","Pattonsburg city, MO",58,0.2589 
"29061","65198","29","99999","MO","Daviess MO","Salem township, Daviess MO","[not in a place]",96,0.4286 
"29061","67322","29","99999","MO","Daviess MO","Sheridan township, Daviess MO","[not in a place]",184,1 
"29061","74590","29","26308","MO","Daviess MO","Union township, Daviess MO","Gallatin city, MO",897,0.8592 
"29061","74590","29","99999","MO","Daviess MO","Union township, Daviess MO","[not in a place]",147,0.1408 
"29061","77362","29","99999","MO","Daviess MO","Washington township, Daviess MO","[not in a place]",68,1 
"29063","00208","29","78028","MO","DeKalb MO","Adams township, DeKalb MO","Weatherby town, MO",50,0.1761 
"29063","00208","29","99999","MO","DeKalb MO","Adams township, DeKalb MO","[not in a place]",234,0.8239 
"29063","10720","29","01054","MO","DeKalb MO","Camden township, DeKalb MO","Amity town, MO",24,0.0326 
"29063","10720","29","46946","MO","DeKalb MO","Camden township, DeKalb MO","Maysville city, MO",479,0.6508 
"29063","10720","29","99999","MO","DeKalb MO","Camden township, DeKalb MO","[not in a place]",233,0.3166 
"29063","15490","29","55352","MO","DeKalb MO","Colfax township, DeKalb MO","Osborn city, MO",170,0.5215 
"29063","15490","29","99999","MO","DeKalb MO","Colfax township, DeKalb MO","[not in a place]",156,0.4785 
"29063","18046","29","99999","MO","DeKalb MO","Dallas township, DeKalb MO","[not in a place]",110,1 
"29063","28288","29","10828","MO","DeKalb MO","Grand River township, DeKalb MO","Cameron city, MO",820,0.6431 
"29063","28288","29","99999","MO","DeKalb MO","Grand River township, DeKalb MO","[not in a place]",455,0.3569 
"29063","28468","29","99999","MO","DeKalb MO","Grant township, DeKalb MO","[not in a place]",146,1 
"29063","58772","29","75130","MO","DeKalb MO","Polk township, DeKalb MO","Union Star town, MO",191,0.5473 
"29063","58772","29","99999","MO","DeKalb MO","Polk township, DeKalb MO","[not in a place]",158,0.4527 
"29063","67430","29","99999","MO","DeKalb MO","Sherman township, DeKalb MO","[not in a place]",219,1 
"29063","77380","29","14158","MO","DeKalb MO","Washington township, DeKalb MO","Clarksdale city, MO",130,0.1587 
"29063","77380","29","70738","MO","DeKalb MO","Washington township, DeKalb MO","Stewartsville city, MO",329,0.4017 
"29063","77380","29","99999","MO","DeKalb MO","Washington township, DeKalb MO","[not in a place]",360,0.4396 
"29065","17830","29","99999","MO","Dent MO","Current township, Dent MO","[not in a place]",229,1 
"29065","25570","29","99999","MO","Dent MO","Franklin township, Dent MO","[not in a place]",421,1 
"29065","27172","29","99999","MO","Dent MO","Gladden township, Dent MO","[not in a place]",242,1 
"29065","43202","29","99999","MO","Dent MO","Linn township, Dent MO","[not in a place]",66,1 
"29065","47378","29","99999","MO","Dent MO","Meramec township, Dent MO","[not in a place]",130,1 
"29065","52778","29","99999","MO","Dent MO","Norman township, Dent MO","[not in a place]",330,1 
"29065","55118","29","99999","MO","Dent MO","Osage township, Dent MO","[not in a place]",168,1 
"29065","67664","29","99999","MO","Dent MO","Short Bend township, Dent MO","[not in a place]",211,1 
"29065","68050","29","09694","MO","Dent MO","Sinkin township, Dent MO","Bunker city, MO",50,0.4902 
"29065","68050","29","99999","MO","Dent MO","Sinkin township, Dent MO","[not in a place]",52,0.5098 
"29065","69775","29","65234","MO","Dent MO","Spring Creek East township, Dent MO","Salem city, MO",1113,0.5716 
"29065","69775","29","99999","MO","Dent MO","Spring Creek East township, Dent MO","[not in a place]",834,0.4284 
"29065","69825","29","65234","MO","Dent MO","Spring Creek West township, Dent MO","Salem city, MO",1195,0.6276 
"29065","69825","29","99999","MO","Dent MO","Spring Creek West township, Dent MO","[not in a place]",709,0.3724 
"29065","72808","29","99999","MO","Dent MO","Texas township, Dent MO","[not in a place]",395,1 
"29065","77830","29","99999","MO","Dent MO","Watkins township, Dent MO","[not in a place]",674,1 
"29067","04654","29","02674","MO","Douglas MO","Benton township, Douglas MO","Ava city, MO",1400,0.7345 
"29067","04654","29","99999","MO","Douglas MO","Benton township, Douglas MO","[not in a place]",506,0.2655 
"29067","07174","29","99999","MO","Douglas MO","Boone township, Douglas MO","[not in a place]",209,1 
"29067","08830","29","99999","MO","Douglas MO","Brown township, Douglas MO","[not in a place]",83,1 
"29067","09082","29","99999","MO","Douglas MO","Brush Creek township, Douglas MO","[not in a place]",136,1 
"29067","09190","29","99999","MO","Douglas MO","Bryan township, Douglas MO","[not in a place]",117,1 
"29067","09262","29","99999","MO","Douglas MO","Buchanan township, Douglas MO","[not in a place]",105,1 
"29067","10846","29","99999","MO","Douglas MO","Campbell township, Douglas MO","[not in a place]",167,1 
"29067","11800","29","99999","MO","Douglas MO","Cass township, Douglas MO","[not in a place]",140,1 
"29067","13114","29","99999","MO","Douglas MO","Champion township, Douglas MO","[not in a place]",119,1 
"29067","14320","29","99999","MO","Douglas MO","Clay township, Douglas MO","[not in a place]",126,1 
"29067","14968","29","99999","MO","Douglas MO","Clinton township, Douglas MO","[not in a place]",86,1 
"29067","24220","29","99999","MO","Douglas MO","Findley township, Douglas MO","[not in a place]",231,1 
"29067","35756","29","99999","MO","Douglas MO","Jackson township, Douglas MO","[not in a place]",113,1 
"29067","42716","29","99999","MO","Douglas MO","Lincoln township, Douglas MO","[not in a place]",175,1 
"29067","45128","29","99999","MO","Douglas MO","McKinley township, Douglas MO","[not in a place]",67,1 
"29067","45272","29","99999","MO","Douglas MO","McMurtrey township, Douglas MO","[not in a place]",157,1 
"29067","48206","29","99999","MO","Douglas MO","Miller township, Douglas MO","[not in a place]",252,1 
"29067","61472","29","99999","MO","Douglas MO","Richland township, Douglas MO","[not in a place]",97,1 
"29067","69374","29","99999","MO","Douglas MO","Spencer township, Douglas MO","[not in a place]",143,1 
"29067","69626","29","99999","MO","Douglas MO","Spring Creek township, Douglas MO","[not in a place]",289,1 
"29067","76732","29","99999","MO","Douglas MO","Walls township, Douglas MO","[not in a place]",218,1 
"29067","77398","29","99999","MO","Douglas MO","Washington township, Douglas MO","[not in a place]",278,1 
"29067","80710","29","99999","MO","Douglas MO","Wood township, Douglas MO","[not in a place]",132,1 
"29069","09532","29","01630","MO","Dunklin MO","Buffalo township, Dunklin MO","Arbyrd city, MO",7,0.0124 
"29069","09532","29","11350","MO","Dunklin MO","Buffalo township, Dunklin MO","Cardwell city, MO",315,0.5585 
"29069","09532","29","99999","MO","Dunklin MO","Buffalo township, Dunklin MO","[not in a place]",242,0.4291 
"29069","14338","29","33076","MO","Dunklin MO","Clay township, Dunklin MO","Hornersville city, MO",288,0.4638 
"29069","14338","29","62228","MO","Dunklin MO","Clay township, Dunklin MO","Rives town, MO",22,0.0354 
"29069","14338","29","99999","MO","Dunklin MO","Clay township, Dunklin MO","[not in a place]",311,0.5008 
"29069","16696","29","45614","MO","Dunklin MO","Cotton Hill township, Dunklin MO","Malden city, MO",1894,0.7534 
"29069","16696","29","99999","MO","Dunklin MO","Cotton Hill township, Dunklin MO","[not in a place]",620,0.2466 
"29069","25804","29","14212","MO","Dunklin MO","Freeborn township, Dunklin MO","Clarkton city, MO",502,0.6896 
"29069","25804","29","99999","MO","Dunklin MO","Freeborn township, Dunklin MO","[not in a place]",226,0.3104 
"29069","32554","29","26020","MO","Dunklin MO","Holcomb township, Dunklin MO","Frisbee CDP, MO",55,0.0926 
"29069","32554","29","32536","MO","Dunklin MO","Holcomb township, Dunklin MO","Holcomb city, MO",269,0.4529 
"29069","32554","29","79468","MO","Dunklin MO","Holcomb township, Dunklin MO","White Oak CDP, MO",41,0.069 
"29069","32554","29","99999","MO","Dunklin MO","Holcomb township, Dunklin MO","[not in a place]",229,0.3855 
"29069","34390","29","38306","MO","Dunklin MO","Independence township, Dunklin MO","Kennett city, MO",4793,0.8554 
"29069","34390","29","99999","MO","Dunklin MO","Independence township, Dunklin MO","[not in a place]",810,0.1446 
"29069","65252","29","01630","MO","Dunklin MO","Salem township, Dunklin MO","Arbyrd city, MO",199,0.1698 
"29069","65252","29","32698","MO","Dunklin MO","Salem township, Dunklin MO","Hollywood CDP, MO",17,0.0145 
"29069","65252","29","66638","MO","Dunklin MO","Salem township, Dunklin MO","Senath city, MO",709,0.6049 
"29069","65252","29","99999","MO","Dunklin MO","Salem township, Dunklin MO","[not in a place]",247,0.2108 
"29069","74608","29","10864","MO","Dunklin MO","Union township, Dunklin MO","Campbell city, MO",747,0.4631 
"29069","74608","29","99999","MO","Dunklin MO","Union township, Dunklin MO","[not in a place]",866,0.5369 
"29071","06796","29","04888","MO","Franklin MO","Boeuf township, Franklin MO","Berger city, MO",106,0.118 
"29071","06796","29","99999","MO","Franklin MO","Boeuf township, Franklin MO","[not in a place]",792,0.882 
"29071","06958","29","28918","MO","Franklin MO","Boles township, Franklin MO","Gray Summit CDP, MO",1316,0.1652 
"29071","06958","29","55910","MO","Franklin MO","Boles township, Franklin MO","Pacific city, MO",2888,0.3626 
"29071","06958","29","76192","MO","Franklin MO","Boles township, Franklin MO","Villa Ridge CDP, MO",1024,0.1286 
"29071","06958","29","99999","MO","Franklin MO","Boles township, Franklin MO","[not in a place]",2737,0.3436 
"29071","07192","29","26866","MO","Franklin MO","Boone township, Franklin MO","Gerald city, MO",625,0.2558 
"29071","07192","29","41690","MO","Franklin MO","Boone township, Franklin MO","Leslie village, MO",54,0.0221 
"29071","07192","29","99999","MO","Franklin MO","Boone township, Franklin MO","[not in a place]",1764,0.7221 
"29071","10630","29","99999","MO","Franklin MO","Calvey township, Franklin MO","[not in a place]",2239,1 
"29071","12754","29","40039","MO","Franklin MO","Central township, Franklin MO","Lake St. Clair CDP, MO",332,0.0549 
"29071","12754","29","56306","MO","Franklin MO","Central township, Franklin MO","Parkway village, MO",286,0.0473 
"29071","12754","29","64136","MO","Franklin MO","Central township, Franklin MO","St. Clair city, MO",2122,0.3507 
"29071","12754","29","99999","MO","Franklin MO","Central township, Franklin MO","[not in a place]",3310,0.5471 
"29071","44714","29","99999","MO","Franklin MO","Lyon township, Franklin MO","[not in a place]",1753,1 
"29071","47396","29","13390","MO","Franklin MO","Meramec township, Franklin MO","Charmwood town, MO",10,0.0024 
"29071","47396","29","48880","MO","Franklin MO","Meramec township, Franklin MO","Miramiguoa Park village, MO",67,0.0163 
"29071","47396","29","53650","MO","Franklin MO","Meramec township, Franklin MO","Oak Grove Village village, MO",207,0.0504 
"29071","47396","29","70342","MO","Franklin MO","Meramec township, Franklin MO","Stanton CDP, MO",153,0.0373 
"29071","47396","29","71440","MO","Franklin MO","Meramec township, Franklin MO","Sullivan city, MO",2533,0.6168 
"29071","47396","29","99999","MO","Franklin MO","Meramec township, Franklin MO","[not in a place]",1137,0.2768 
"29071","51932","29","51914","MO","Franklin MO","New Haven township, Franklin MO","New Haven city, MO",928,1 
"29071","59528","29","99999","MO","Franklin MO","Prairie township, Franklin MO","[not in a place]",1711,1 
"29071","64496","29","99999","MO","Franklin MO","St. Johns township, Franklin MO","[not in a place]",2357,1 
"29071","74644","29","74626","MO","Franklin MO","Union township, Franklin MO","Union city, MO",5088,0.6188 
"29071","74644","29","76192","MO","Franklin MO","Union township, Franklin MO","Villa Ridge CDP, MO",31,0.0038 
"29071","74644","29","99999","MO","Franklin MO","Union township, Franklin MO","[not in a place]",3104,0.3775 
"29071","77434","29","77416","MO","Franklin MO","Washington township, Franklin MO","Washington city, MO",6600,0.9998 
"29071","77434","29","99999","MO","Franklin MO","Washington township, Franklin MO","[not in a place]",1,0.0002 
"29073","06814","29","99999","MO","Gasconade MO","Boeuf township, Gasconade MO","[not in a place]",577,1 
"29073","07462","29","99999","MO","Gasconade MO","Boulware township, Gasconade MO","[not in a place]",541,1 
"29073","07480","29","99999","MO","Gasconade MO","Bourbois township, Gasconade MO","[not in a place]",268,1 
"29073","09100","29","99999","MO","Gasconade MO","Brush Creek township, Gasconade MO","[not in a place]",394,1 
"29073","11008","29","55640","MO","Gasconade MO","Canaan township, Gasconade MO","Owensville city, MO",1269,0.5203 
"29073","11008","29","63110","MO","Gasconade MO","Canaan township, Gasconade MO","Rosebud city, MO",200,0.082 
"29073","11008","29","99999","MO","Gasconade MO","Canaan township, Gasconade MO","[not in a place]",970,0.3977 
"29073","14356","29","06256","MO","Gasconade MO","Clay township, Gasconade MO","Bland city, MO",288,0.3775 
"29073","14356","29","55640","MO","Gasconade MO","Clay township, Gasconade MO","Owensville city, MO",2,0.0026 
"29073","14356","29","99999","MO","Gasconade MO","Clay township, Gasconade MO","[not in a place]",473,0.6199 
"29073","61490","29","26578","MO","Gasconade MO","Richland township, Gasconade MO","Gasconade city, MO",104,0.2144 
"29073","61490","29","50060","MO","Gasconade MO","Richland township, Gasconade MO","Morrison city, MO",55,0.1134 
"29073","61490","29","99999","MO","Gasconade MO","Richland township, Gasconade MO","[not in a place]",326,0.6722 
"29073","62336","29","31762","MO","Gasconade MO","Roark township, Gasconade MO","Hermann city, MO",1139,0.6457 
"29073","62336","29","99999","MO","Gasconade MO","Roark township, Gasconade MO","[not in a place]",625,0.3543 
"29073","72934","29","99999","MO","Gasconade MO","Third Creek township, Gasconade MO","[not in a place]",346,1 
"29075","02386","29","00514","MO","Gentry MO","Athens township, Gentry MO","Albany city, MO",834,0.8152 
"29075","02386","29","99999","MO","Gentry MO","Athens township, Gentry MO","[not in a place]",189,0.1848 
"29075","06868","29","26776","MO","Gentry MO","Bogle township, Gentry MO","Gentry village, MO",25,0.2907 
"29075","06868","29","99999","MO","Gentry MO","Bogle township, Gentry MO","[not in a place]",61,0.7093 
"29075","16282","29","18316","MO","Gentry MO","Cooper township, Gentry MO","Darlington village, MO",36,0.0476 
"29075","16282","29","70270","MO","Gentry MO","Cooper township, Gentry MO","Stanberry city, MO",537,0.7103 
"29075","16282","29","99999","MO","Gentry MO","Cooper township, Gentry MO","[not in a place]",183,0.2421 
"29075","33328","29","99999","MO","Gentry MO","Howard township, Gentry MO","[not in a place]",55,1 
"29075","33598","29","99999","MO","Gentry MO","Huggins township, Gentry MO","[not in a place]",61,1 
"29075","35774","29","38774","MO","Gentry MO","Jackson township, Gentry MO","King City city, MO",436,0.7377 
"29075","35774","29","99999","MO","Gentry MO","Jackson township, Gentry MO","[not in a place]",155,0.2623 
"29075","48224","29","45020","MO","Gentry MO","Miller township, Gentry MO","McFall city, MO",59,0.2521 
"29075","48224","29","99999","MO","Gentry MO","Miller township, Gentry MO","[not in a place]",175,0.7479 
"29075","80188","29","99999","MO","Gentry MO","Wilson township, Gentry MO","[not in a place]",115,1 
"29077","03598","29","03592","MO","Greene MO","Battlefield A township, Greene MO","Battlefield city, MO",2353,0.9639 
"29077","03598","29","99999","MO","Greene MO","Battlefield A township, Greene MO","[not in a place]",88,0.0361 
"29077","03600","29","03592","MO","Greene MO","Battlefield B township, Greene MO","Battlefield city, MO",7,0.0037 
"29077","03600","29","99999","MO","Greene MO","Battlefield B township, Greene MO","[not in a place]",1879,0.9963 
"29077","07270","29","02188","MO","Greene MO","Boone No. 1 township, Greene MO","Ash Grove city, MO",414,0.6582 
"29077","07270","29","99999","MO","Greene MO","Boone No. 1 township, Greene MO","[not in a place]",215,0.3418 
"29077","07272","29","02188","MO","Greene MO","Boone No. 2 township, Greene MO","Ash Grove city, MO",241,0.6195 
"29077","07272","29","99999","MO","Greene MO","Boone No. 2 township, Greene MO","[not in a place]",148,0.3805 
"29077","08704","29","61238","MO","Greene MO","Brookline township, Greene MO","Republic city, MO",667,0.5175 
"29077","08704","29","99999","MO","Greene MO","Brookline township, Greene MO","[not in a place]",622,0.4825 
"29077","10908","29","99999","MO","Greene MO","Campbell No. 1 township, Greene MO","[not in a place]",1208,1 
"29077","10910","29","99999","MO","Greene MO","Campbell No. 2 township, Greene MO","[not in a place]",800,1 
"29077","10912","29","99999","MO","Greene MO","Campbell No. 2A township, Greene MO","[not in a place]",3440,1 
"29077","10914","29","99999","MO","Greene MO","Campbell No. 2B township, Greene MO","[not in a place]",1432,1 
"29077","10916","29","99999","MO","Greene MO","Campbell No. 2C township, Greene MO","[not in a place]",909,1 
"29077","11818","29","99999","MO","Greene MO","Cass township, Greene MO","[not in a place]",496,1 
"29077","12648","29","61238","MO","Greene MO","Center No. 1 township, Greene MO","Republic city, MO",3,0.0019 
"29077","12648","29","79882","MO","Greene MO","Center No. 1 township, Greene MO","Willard city, MO",1,0.0006 
"29077","12648","29","99999","MO","Greene MO","Center No. 1 township, Greene MO","[not in a place]",1554,0.9974 
"29077","12652","29","99999","MO","Greene MO","Center No. 3 township, Greene MO","[not in a place]",777,1 
"29077","13465","29","99999","MO","Greene MO","Cherokee township, Greene MO","[not in a place]",2092,1 
"29077","14542","29","99999","MO","Greene MO","Clay B township, Greene MO","[not in a place]",806,1 
"29077","14544","29","99999","MO","Greene MO","Clay C township, Greene MO","[not in a place]",1332,1 
"29077","20809","29","99999","MO","Greene MO","East Clay A township, Greene MO","[not in a place]",473,1 
