"county","tract","block","zcta","CountyName","ZIPName","hus20","afact"
"County code","Tract","Block","ZIP census tabulation area","County name","ZIP Code name","Total housing units (2020 Census)","block-to-zcta allocation factor"
"09001","0101.01","1000","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0101.01","1001","06831","Fairfield CT","Greenwich, CT",77,1 
"09001","0101.01","1002","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.01","1004","06831","Fairfield CT","Greenwich, CT",2,1 
"09001","0101.01","1005","06831","Fairfield CT","Greenwich, CT",20,1 
"09001","0101.01","1006","06831","Fairfield CT","Greenwich, CT",9,1 
"09001","0101.01","1007","06831","Fairfield CT","Greenwich, CT",71,1 
"09001","0101.01","1008","06831","Fairfield CT","Greenwich, CT",30,1 
"09001","0101.01","1009","06831","Fairfield CT","Greenwich, CT",26,1 
"09001","0101.01","1010","06831","Fairfield CT","Greenwich, CT",1,1 
"09001","0101.01","1011","06831","Fairfield CT","Greenwich, CT",12,1 
"09001","0101.01","1012","06831","Fairfield CT","Greenwich, CT",30,1 
"09001","0101.01","1013","06831","Fairfield CT","Greenwich, CT",30,1 
"09001","0101.01","1016","06831","Fairfield CT","Greenwich, CT",22,1 
"09001","0101.01","1017","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0101.01","1018","06831","Fairfield CT","Greenwich, CT",45,1 
"09001","0101.01","1019","06831","Fairfield CT","Greenwich, CT",67,1 
"09001","0101.01","1020","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.01","1021","06831","Fairfield CT","Greenwich, CT",105,1 
"09001","0101.01","1022","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.01","1023","06831","Fairfield CT","Greenwich, CT",5,1 
"09001","0101.01","1024","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.01","1025","06831","Fairfield CT","Greenwich, CT",19,1 
"09001","0101.01","2000","06831","Fairfield CT","Greenwich, CT",2,1 
"09001","0101.01","2001","06831","Fairfield CT","Greenwich, CT",56,1 
"09001","0101.01","4000","06831","Fairfield CT","Greenwich, CT",120,1 
"09001","0101.01","4002","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.01","4003","06831","Fairfield CT","Greenwich, CT",32,1 
"09001","0101.01","4004","06831","Fairfield CT","Greenwich, CT",2,1 
"09001","0101.01","4006","06831","Fairfield CT","Greenwich, CT",60,1 
"09001","0101.01","4007","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.01","4009","06831","Fairfield CT","Greenwich, CT",37,1 
"09001","0101.01","4010","06831","Fairfield CT","Greenwich, CT",43,1 
"09001","0101.01","4011","06831","Fairfield CT","Greenwich, CT",53,1 
"09001","0101.01","4012","06831","Fairfield CT","Greenwich, CT",27,1 
"09001","0101.01","4013","06831","Fairfield CT","Greenwich, CT",11,1 
"09001","0101.01","4015","06831","Fairfield CT","Greenwich, CT",19,1 
"09001","0101.01","4016","06831","Fairfield CT","Greenwich, CT",2,1 
"09001","0101.01","4017","06831","Fairfield CT","Greenwich, CT",5,1 
"09001","0101.01","4018","06831","Fairfield CT","Greenwich, CT",16,1 
"09001","0101.01","4019","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.01","4020","06831","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.01","4021","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.01","4022","06831","Fairfield CT","Greenwich, CT",32,1 
"09001","0101.01","4023","06831","Fairfield CT","Greenwich, CT",16,1 
"09001","0101.01","4024","06831","Fairfield CT","Greenwich, CT",72,1 
"09001","0101.01","4025","06831","Fairfield CT","Greenwich, CT",16,1 
"09001","0101.01","4026","06831","Fairfield CT","Greenwich, CT",20,1 
"09001","0101.01","4027","06831","Fairfield CT","Greenwich, CT",11,1 
"09001","0101.01","5000","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.01","5001","06831","Fairfield CT","Greenwich, CT",34,1 
"09001","0101.01","5002","06831","Fairfield CT","Greenwich, CT",22,1 
"09001","0101.01","5003","06831","Fairfield CT","Greenwich, CT",54,1 
"09001","0101.01","5004","06831","Fairfield CT","Greenwich, CT",1,1 
"09001","0101.01","5005","06831","Fairfield CT","Greenwich, CT",14,1 
"09001","0101.01","5006","06831","Fairfield CT","Greenwich, CT",16,1 
"09001","0101.01","5007","06831","Fairfield CT","Greenwich, CT",11,1 
"09001","0101.01","5008","06831","Fairfield CT","Greenwich, CT",12,1 
"09001","0101.01","5009","06831","Fairfield CT","Greenwich, CT",24,1 
"09001","0101.01","5010","06831","Fairfield CT","Greenwich, CT",32,1 
"09001","0101.01","5011","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0101.01","5012","06831","Fairfield CT","Greenwich, CT",38,1 
"09001","0101.01","5013","06831","Fairfield CT","Greenwich, CT",13,1 
"09001","0101.01","5014","06831","Fairfield CT","Greenwich, CT",49,1 
"09001","0101.01","5016","06831","Fairfield CT","Greenwich, CT",93,1 
"09001","0101.01","5017","06831","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.02","1000","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.02","1001","06831","Fairfield CT","Greenwich, CT",18,1 
"09001","0101.02","1002","06831","Fairfield CT","Greenwich, CT",34,1 
"09001","0101.02","1003","06831","Fairfield CT","Greenwich, CT",9,1 
"09001","0101.02","1004","06831","Fairfield CT","Greenwich, CT",37,1 
"09001","0101.02","1005","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0101.02","1006","06831","Fairfield CT","Greenwich, CT",5,1 
"09001","0101.02","1007","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.02","1008","06831","Fairfield CT","Greenwich, CT",7,1 
"09001","0101.02","1009","06831","Fairfield CT","Greenwich, CT",29,1 
"09001","0101.02","1010","06831","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.02","1011","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.02","1012","06831","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.02","1013","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0101.02","1014","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.02","1017","06831","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.02","1018","06830","Fairfield CT","Greenwich, CT",5,1 
"09001","0101.02","1019","06830","Fairfield CT","Greenwich, CT",21,1 
"09001","0101.02","1020","06830","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.02","1021","06830","Fairfield CT","Greenwich, CT",21,1 
"09001","0101.02","1022","06830","Fairfield CT","Greenwich, CT",11,1 
"09001","0101.02","1023","06830","Fairfield CT","Greenwich, CT",23,1 
"09001","0101.02","1024","06830","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.02","1025","06830","Fairfield CT","Greenwich, CT",67,1 
"09001","0101.02","1027","06830","Fairfield CT","Greenwich, CT",24,1 
"09001","0101.02","1028","06830","Fairfield CT","Greenwich, CT",84,1 
"09001","0101.02","1029","06830","Fairfield CT","Greenwich, CT",18,1 
"09001","0101.02","1030","06830","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.02","2000","06830","Fairfield CT","Greenwich, CT",12,1 
"09001","0101.02","2001","06830","Fairfield CT","Greenwich, CT",26,1 
"09001","0101.02","2002","06831","Fairfield CT","Greenwich, CT",18,1 
"09001","0101.02","2003","06830","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.02","2005","06830","Fairfield CT","Greenwich, CT",5,1 
"09001","0101.02","2006","06830","Fairfield CT","Greenwich, CT",6,1 
"09001","0101.02","2007","06830","Fairfield CT","Greenwich, CT",10,1 
"09001","0101.02","2008","06830","Fairfield CT","Greenwich, CT",11,1 
"09001","0101.02","2009","06830","Fairfield CT","Greenwich, CT",5,1 
"09001","0101.02","2010","06830","Fairfield CT","Greenwich, CT",99,1 
"09001","0101.02","2011","06830","Fairfield CT","Greenwich, CT",17,1 
"09001","0101.02","2012","06830","Fairfield CT","Greenwich, CT",12,1 
"09001","0101.02","2013","06831","Fairfield CT","Greenwich, CT",15,1 
"09001","0101.02","2014","06831","Fairfield CT","Greenwich, CT",93,1 
"09001","0101.02","2015","06830","Fairfield CT","Greenwich, CT",37,1 
"09001","0101.02","2016","06831","Fairfield CT","Greenwich, CT",17,1 
"09001","0101.02","2017","06831","Fairfield CT","Greenwich, CT",20,1 
"09001","0101.02","2018","06830","Fairfield CT","Greenwich, CT",2,1 
"09001","0101.02","2019","06830","Fairfield CT","Greenwich, CT",11,1 
"09001","0101.02","2020","06830","Fairfield CT","Greenwich, CT",5,1 
"09001","0101.02","2021","06830","Fairfield CT","Greenwich, CT",2,1 
"09001","0101.02","2022","06830","Fairfield CT","Greenwich, CT",10,1 
"09001","0101.02","2023","06831","Fairfield CT","Greenwich, CT",20,1 
"09001","0101.02","2024","06830","Fairfield CT","Greenwich, CT",45,1 
"09001","0101.02","3000","06831","Fairfield CT","Greenwich, CT",91,1 
"09001","0101.02","3001","06831","Fairfield CT","Greenwich, CT",49,1 
"09001","0101.02","3002","06831","Fairfield CT","Greenwich, CT",18,1 
"09001","0101.02","3003","06831","Fairfield CT","Greenwich, CT",15,1 
"09001","0101.02","3005","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0101.02","3006","06831","Fairfield CT","Greenwich, CT",30,1 
"09001","0101.02","3007","06831","Fairfield CT","Greenwich, CT",53,1 
"09001","0101.02","3009","06831","Fairfield CT","Greenwich, CT",21,1 
"09001","0101.02","3010","06831","Fairfield CT","Greenwich, CT",3,1 
"09001","0101.02","3011","06831","Fairfield CT","Greenwich, CT",12,1 
"09001","0101.02","3012","06831","Fairfield CT","Greenwich, CT",16,1 
"09001","0101.02","3013","06831","Fairfield CT","Greenwich, CT",46,1 
"09001","0101.02","3014","06831","Fairfield CT","Greenwich, CT",1,1 
"09001","0101.02","3015","06831","Fairfield CT","Greenwich, CT",19,1 
"09001","0101.02","3016","06831","Fairfield CT","Greenwich, CT",16,1 
"09001","0101.02","3017","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.02","3019","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0101.02","3020","06831","Fairfield CT","Greenwich, CT",5,1 
"09001","0101.02","3021","06831","Fairfield CT","Greenwich, CT",51,1 
"09001","0101.02","3022","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.02","3023","06831","Fairfield CT","Greenwich, CT",10,1 
"09001","0101.02","3024","06831","Fairfield CT","Greenwich, CT",1,1 
"09001","0101.02","3029","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0101.02","3030","06831","Fairfield CT","Greenwich, CT",27,1 
"09001","0101.02","3031","06831","Fairfield CT","Greenwich, CT",13,1 
"09001","0101.02","3032","06831","Fairfield CT","Greenwich, CT",23,1 
"09001","0101.02","3033","06831","Fairfield CT","Greenwich, CT",45,1 
"09001","0101.02","3034","06831","Fairfield CT","Greenwich, CT",20,1 
"09001","0101.02","3035","06831","Fairfield CT","Greenwich, CT",24,1 
"09001","0101.02","3037","06831","Fairfield CT","Greenwich, CT",7,1 
"09001","0101.02","3039","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0102.01","1000","06830","Fairfield CT","Greenwich, CT",57,1 
"09001","0102.01","1001","06830","Fairfield CT","Greenwich, CT",14,1 
"09001","0102.01","1002","06831","Fairfield CT","Greenwich, CT",12,1 
"09001","0102.01","1003","06831","Fairfield CT","Greenwich, CT",17,1 
"09001","0102.01","1004","06831","Fairfield CT","Greenwich, CT",10,1 
"09001","0102.01","1005","06831","Fairfield CT","Greenwich, CT",32,1 
"09001","0102.01","1006","06830","Fairfield CT","Greenwich, CT",16,1 
"09001","0102.01","1007","06830","Fairfield CT","Greenwich, CT",14,1 
"09001","0102.01","1009","06830","Fairfield CT","Greenwich, CT",36,1 
"09001","0102.01","1010","06830","Fairfield CT","Greenwich, CT",46,1 
"09001","0102.01","1011","06830","Fairfield CT","Greenwich, CT",16,1 
"09001","0102.01","1012","06830","Fairfield CT","Greenwich, CT",2,1 
"09001","0102.01","1013","06830","Fairfield CT","Greenwich, CT",87,1 
"09001","0102.01","2000","06830","Fairfield CT","Greenwich, CT",90,1 
"09001","0102.01","2001","06830","Fairfield CT","Greenwich, CT",3,1 
"09001","0102.01","2002","06830","Fairfield CT","Greenwich, CT",4,1 
"09001","0102.01","2003","06830","Fairfield CT","Greenwich, CT",26,1 
"09001","0102.01","2004","06830","Fairfield CT","Greenwich, CT",16,1 
"09001","0102.01","2005","06830","Fairfield CT","Greenwich, CT",3,1 
"09001","0102.01","2006","06830","Fairfield CT","Greenwich, CT",65,1 
"09001","0102.01","2007","06830","Fairfield CT","Greenwich, CT",34,1 
"09001","0102.01","2008","06830","Fairfield CT","Greenwich, CT",14,1 
"09001","0102.01","2009","06830","Fairfield CT","Greenwich, CT",5,1 
"09001","0102.01","2010","06830","Fairfield CT","Greenwich, CT",22,1 
"09001","0102.01","2011","06830","Fairfield CT","Greenwich, CT",2,1 
"09001","0102.01","2012","06830","Fairfield CT","Greenwich, CT",22,1 
"09001","0102.01","2013","06830","Fairfield CT","Greenwich, CT",59,1 
"09001","0102.01","2014","06830","Fairfield CT","Greenwich, CT",12,1 
"09001","0102.01","3000","06830","Fairfield CT","Greenwich, CT",44,1 
"09001","0102.01","3001","06830","Fairfield CT","Greenwich, CT",28,1 
"09001","0102.01","3002","06830","Fairfield CT","Greenwich, CT",71,1 
"09001","0102.01","3003","06830","Fairfield CT","Greenwich, CT",51,1 
"09001","0102.01","3004","06830","Fairfield CT","Greenwich, CT",2,1 
"09001","0102.01","3005","06830","Fairfield CT","Greenwich, CT",75,1 
"09001","0102.01","3006","06830","Fairfield CT","Greenwich, CT",3,1 
"09001","0102.01","3007","06830","Fairfield CT","Greenwich, CT",16,1 
"09001","0102.01","3008","06830","Fairfield CT","Greenwich, CT",9,1 
"09001","0102.01","3009","06830","Fairfield CT","Greenwich, CT",6,1 
"09001","0102.01","3010","06830","Fairfield CT","Greenwich, CT",60,1 
"09001","0102.01","3011","06830","Fairfield CT","Greenwich, CT",4,1 
"09001","0102.01","3012","06830","Fairfield CT","Greenwich, CT",25,1 
"09001","0102.02","1000","06830","Fairfield CT","Greenwich, CT",34,1 
"09001","0102.02","1001","06830","Fairfield CT","Greenwich, CT",6,1 
"09001","0102.02","1002","06807","Fairfield CT","Cos Cob, CT",96,1 
"09001","0102.02","1003","06807","Fairfield CT","Cos Cob, CT",9,1 
"09001","0102.02","1004","06830","Fairfield CT","Greenwich, CT",8,1 
"09001","0102.02","1005","06807","Fairfield CT","Cos Cob, CT",49,1 
"09001","0102.02","1006","06807","Fairfield CT","Cos Cob, CT",45,1 
"09001","0102.02","1007","06807","Fairfield CT","Cos Cob, CT",6,1 
"09001","0102.02","1008","06830","Fairfield CT","Greenwich, CT",22,1 
"09001","0102.02","1009","06807","Fairfield CT","Cos Cob, CT",52,1 
"09001","0102.02","2000","06807","Fairfield CT","Cos Cob, CT",57,1 
"09001","0102.02","2001","06807","Fairfield CT","Cos Cob, CT",103,1 
"09001","0102.02","2002","06807","Fairfield CT","Cos Cob, CT",66,1 
"09001","0102.02","2004","06807","Fairfield CT","Cos Cob, CT",129,1 
"09001","0102.02","2005","06807","Fairfield CT","Cos Cob, CT",30,1 
"09001","0102.02","2006","06807","Fairfield CT","Cos Cob, CT",378,1 
"09001","0102.02","2007","06807","Fairfield CT","Cos Cob, CT",68,1 
"09001","0102.02","2008","06807","Fairfield CT","Cos Cob, CT",32,1 
"09001","0102.02","2009","06807","Fairfield CT","Cos Cob, CT",48,1 
"09001","0102.02","2010","06807","Fairfield CT","Cos Cob, CT",61,1 
"09001","0102.02","2011","06807","Fairfield CT","Cos Cob, CT",34,1 
"09001","0102.02","3000","06807","Fairfield CT","Cos Cob, CT",54,1 
"09001","0102.02","3002","06870","Fairfield CT","Old Greenwich, CT",58,1 
"09001","0102.02","3003","06878","Fairfield CT","Riverside, CT",16,1 
"09001","0102.02","3004","06807","Fairfield CT","Cos Cob, CT",6,1 
"09001","0102.02","3005","06807","Fairfield CT","Cos Cob, CT",170,1 
"09001","0102.02","3006","06807","Fairfield CT","Cos Cob, CT",6,1 
"09001","0102.02","3007","06807","Fairfield CT","Cos Cob, CT",112,1 
"09001","0102.02","3008","06807","Fairfield CT","Cos Cob, CT",4,1 
"09001","0102.02","3009","06807","Fairfield CT","Cos Cob, CT",21,1 
"09001","0102.02","3010","06878","Fairfield CT","Riverside, CT",8,1 
"09001","0102.02","3011","06870","Fairfield CT","Old Greenwich, CT",34,1 
"09001","0102.02","3012","06870","Fairfield CT","Old Greenwich, CT",31,1 
"09001","0102.02","4000","06807","Fairfield CT","Cos Cob, CT",27,1 
"09001","0102.02","4001","06830","Fairfield CT","Greenwich, CT",58,1 
"09001","0102.02","4002","06830","Fairfield CT","Greenwich, CT",5,1 
"09001","0102.02","4003","06830","Fairfield CT","Greenwich, CT",78,1 
"09001","0102.02","4005","06807","Fairfield CT","Cos Cob, CT",2,1 
"09001","0102.02","4006","06807","Fairfield CT","Cos Cob, CT",11,1 
"09001","0102.02","4007","06807","Fairfield CT","Cos Cob, CT",2,1 
"09001","0102.02","4008","06807","Fairfield CT","Cos Cob, CT",4,1 
"09001","0102.02","4009","06807","Fairfield CT","Cos Cob, CT",59,1 
"09001","0102.02","4010","06807","Fairfield CT","Cos Cob, CT",34,1 
"09001","0102.02","4011","06807","Fairfield CT","Cos Cob, CT",24,1 
"09001","0102.02","4012","06807","Fairfield CT","Cos Cob, CT",29,1 
"09001","0103.00","1000","06830","Fairfield CT","Greenwich, CT",104,1 
"09001","0103.00","1001","06830","Fairfield CT","Greenwich, CT",55,1 
"09001","0103.00","1002","06830","Fairfield CT","Greenwich, CT",16,1 
"09001","0103.00","1003","06830","Fairfield CT","Greenwich, CT",14,1 
"09001","0103.00","1004","06830","Fairfield CT","Greenwich, CT",48,1 
"09001","0103.00","1005","06830","Fairfield CT","Greenwich, CT",1,1 
"09001","0103.00","1006","06830","Fairfield CT","Greenwich, CT",26,1 
"09001","0103.00","2000","06831","Fairfield CT","Greenwich, CT",20,1 
"09001","0103.00","2001","06831","Fairfield CT","Greenwich, CT",18,1 
"09001","0103.00","2002","06831","Fairfield CT","Greenwich, CT",5,1 
"09001","0103.00","2003","06831","Fairfield CT","Greenwich, CT",3,1 
"09001","0103.00","2004","06831","Fairfield CT","Greenwich, CT",26,1 
"09001","0103.00","2005","06831","Fairfield CT","Greenwich, CT",93,1 
"09001","0103.00","2006","06831","Fairfield CT","Greenwich, CT",47,1 
"09001","0103.00","2007","06831","Fairfield CT","Greenwich, CT",153,1 
"09001","0103.00","2008","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0103.00","2009","06831","Fairfield CT","Greenwich, CT",48,1 
"09001","0103.00","2010","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0103.00","2011","06831","Fairfield CT","Greenwich, CT",5,1 
"09001","0103.00","2012","06831","Fairfield CT","Greenwich, CT",5,1 
"09001","0103.00","2013","06831","Fairfield CT","Greenwich, CT",25,1 
"09001","0103.00","2014","06831","Fairfield CT","Greenwich, CT",7,1 
"09001","0103.00","2015","06831","Fairfield CT","Greenwich, CT",34,1 
"09001","0103.00","2016","06831","Fairfield CT","Greenwich, CT",12,1 
"09001","0103.00","2017","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0103.00","2018","06831","Fairfield CT","Greenwich, CT",33,1 
"09001","0103.00","2019","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0103.00","2020","06831","Fairfield CT","Greenwich, CT",17,1 
"09001","0103.00","2021","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0103.00","2022","06831","Fairfield CT","Greenwich, CT",23,1 
"09001","0103.00","2023","06830","Fairfield CT","Greenwich, CT",3,1 
"09001","0103.00","2024","06831","Fairfield CT","Greenwich, CT",22,1 
"09001","0103.00","2025","06831","Fairfield CT","Greenwich, CT",22,1 
"09001","0103.00","2027","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0103.00","2028","06831","Fairfield CT","Greenwich, CT",35,1 
"09001","0103.00","2029","06831","Fairfield CT","Greenwich, CT",14,1 
"09001","0103.00","2030","06830","Fairfield CT","Greenwich, CT",9,1 
"09001","0103.00","2031","06830","Fairfield CT","Greenwich, CT",17,1 
"09001","0103.00","2032","06831","Fairfield CT","Greenwich, CT",10,1 
"09001","0103.00","2033","06831","Fairfield CT","Greenwich, CT",25,1 
"09001","0103.00","3000","06831","Fairfield CT","Greenwich, CT",66,1 
"09001","0103.00","3001","06831","Fairfield CT","Greenwich, CT",9,1 
"09001","0103.00","3002","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0103.00","3003","06831","Fairfield CT","Greenwich, CT",16,1 
"09001","0103.00","3004","06831","Fairfield CT","Greenwich, CT",31,1 
"09001","0103.00","3005","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0103.00","3006","06830","Fairfield CT","Greenwich, CT",117,1 
"09001","0103.00","3007","06830","Fairfield CT","Greenwich, CT",7,1 
"09001","0103.00","3008","06830","Fairfield CT","Greenwich, CT",2,1 
"09001","0103.00","3009","06830","Fairfield CT","Greenwich, CT",12,1 
"09001","0103.00","3010","06830","Fairfield CT","Greenwich, CT",131,1 
"09001","0103.00","3011","06830","Fairfield CT","Greenwich, CT",43,1 
"09001","0103.00","3012","06830","Fairfield CT","Greenwich, CT",4,1 
"09001","0103.00","3013","06830","Fairfield CT","Greenwich, CT",25,1 
"09001","0103.00","3014","06830","Fairfield CT","Greenwich, CT",13,1 
"09001","0103.00","3015","06830","Fairfield CT","Greenwich, CT",97,1 
"09001","0103.00","3016","06830","Fairfield CT","Greenwich, CT",106,1 
"09001","0103.00","3018","06831","Fairfield CT","Greenwich, CT",3,1 
"09001","0103.00","3019","06831","Fairfield CT","Greenwich, CT",9,1 
"09001","0103.00","3020","06830","Fairfield CT","Greenwich, CT",8,1 
"09001","0104.00","1000","06831","Fairfield CT","Greenwich, CT",106,1 
"09001","0104.00","1001","06831","Fairfield CT","Greenwich, CT",43,1 
"09001","0104.00","1002","06831","Fairfield CT","Greenwich, CT",9,1 
"09001","0104.00","1003","06831","Fairfield CT","Greenwich, CT",143,1 
"09001","0104.00","1004","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0104.00","1005","06831","Fairfield CT","Greenwich, CT",14,1 
"09001","0104.00","1006","06831","Fairfield CT","Greenwich, CT",197,1 
"09001","0104.00","1007","06831","Fairfield CT","Greenwich, CT",41,1 
"09001","0104.00","2000","06831","Fairfield CT","Greenwich, CT",224,1 
"09001","0104.00","2001","06831","Fairfield CT","Greenwich, CT",71,1 
"09001","0104.00","2002","06831","Fairfield CT","Greenwich, CT",7,1 
"09001","0104.00","2003","06831","Fairfield CT","Greenwich, CT",29,1 
"09001","0104.00","2004","06831","Fairfield CT","Greenwich, CT",9,1 
"09001","0104.00","2005","06831","Fairfield CT","Greenwich, CT",118,1 
"09001","0104.00","3000","06831","Fairfield CT","Greenwich, CT",78,1 
"09001","0104.00","3001","06831","Fairfield CT","Greenwich, CT",69,1 
"09001","0104.00","3002","06831","Fairfield CT","Greenwich, CT",57,1 
"09001","0104.00","3003","06831","Fairfield CT","Greenwich, CT",80,1 
"09001","0104.00","3004","06831","Fairfield CT","Greenwich, CT",58,1 
"09001","0104.00","3005","06831","Fairfield CT","Greenwich, CT",64,1 
"09001","0104.00","3006","06831","Fairfield CT","Greenwich, CT",60,1 
"09001","0104.00","3007","06831","Fairfield CT","Greenwich, CT",15,1 
"09001","0104.00","3008","06831","Fairfield CT","Greenwich, CT",4,1 
"09001","0104.00","4000","06831","Fairfield CT","Greenwich, CT",366,1 
"09001","0104.00","4001","06831","Fairfield CT","Greenwich, CT",27,1 
"09001","0104.00","4002","06831","Fairfield CT","Greenwich, CT",16,1 
"09001","0104.00","4003","06831","Fairfield CT","Greenwich, CT",5,1 
"09001","0104.00","4004","06831","Fairfield CT","Greenwich, CT",11,1 
"09001","0104.00","5000","06831","Fairfield CT","Greenwich, CT",89,1 
"09001","0104.00","5001","06831","Fairfield CT","Greenwich, CT",19,1 
"09001","0104.00","5002","06831","Fairfield CT","Greenwich, CT",30,1 
"09001","0104.00","5003","06831","Fairfield CT","Greenwich, CT",26,1 
"09001","0104.00","5005","06831","Fairfield CT","Greenwich, CT",19,1 
"09001","0104.00","5007","06831","Fairfield CT","Greenwich, CT",34,1 
"09001","0104.00","5008","06831","Fairfield CT","Greenwich, CT",97,1 
"09001","0104.00","5009","06831","Fairfield CT","Greenwich, CT",99,1 
"09001","0104.00","5010","06831","Fairfield CT","Greenwich, CT",15,1 
"09001","0104.00","5011","06831","Fairfield CT","Greenwich, CT",8,1 
"09001","0104.00","5012","06831","Fairfield CT","Greenwich, CT",18,1 
"09001","0104.00","5013","06831","Fairfield CT","Greenwich, CT",6,1 
"09001","0104.00","5014","06831","Fairfield CT","Greenwich, CT",9,1 
"09001","0105.00","1000","06830","Fairfield CT","Greenwich, CT",5,1 
"09001","0105.00","1001","06830","Fairfield CT","Greenwich, CT",2,1 
"09001","0105.00","1002","06830","Fairfield CT","Greenwich, CT",242,1 
"09001","0105.00","1003","06830","Fairfield CT","Greenwich, CT",39,1 
"09001","0105.00","1004","06830","Fairfield CT","Greenwich, CT",124,1 
"09001","0105.00","1005","06830","Fairfield CT","Greenwich, CT",97,1 
"09001","0105.00","1006","06830","Fairfield CT","Greenwich, CT",5,1 
"09001","0105.00","1007","06830","Fairfield CT","Greenwich, CT",1,1 
"09001","0105.00","1008","06830","Fairfield CT","Greenwich, CT",35,1 
"09001","0105.00","1009","06830","Fairfield CT","Greenwich, CT",51,1 
"09001","0105.00","2001","06830","Fairfield CT","Greenwich, CT",40,1 
"09001","0105.00","2002","06830","Fairfield CT","Greenwich, CT",98,1 
"09001","0105.00","2003","06830","Fairfield CT","Greenwich, CT",10,1 
"09001","0105.00","2004","06830","Fairfield CT","Greenwich, CT",27,1 
"09001","0105.00","2005","06830","Fairfield CT","Greenwich, CT",48,1 
"09001","0105.00","2006","06830","Fairfield CT","Greenwich, CT",128,1 
"09001","0105.00","2007","06830","Fairfield CT","Greenwich, CT",12,1 
"09001","0105.00","2009","06830","Fairfield CT","Greenwich, CT",37,1 
"09001","0105.00","2010","06830","Fairfield CT","Greenwich, CT",20,1 
"09001","0105.00","2011","06830","Fairfield CT","Greenwich, CT",4,1 
"09001","0105.00","2012","06830","Fairfield CT","Greenwich, CT",12,1 
"09001","0105.00","3001","06830","Fairfield CT","Greenwich, CT",356,1 
"09001","0105.00","3002","06830","Fairfield CT","Greenwich, CT",73,1 
"09001","0105.00","3005","06830","Fairfield CT","Greenwich, CT",45,1 
"09001","0105.00","3006","06830","Fairfield CT","Greenwich, CT",76,1 
"09001","0105.00","3009","06830","Fairfield CT","Greenwich, CT",59,1 
"09001","0105.00","3010","06830","Fairfield CT","Greenwich, CT",29,1 
"09001","0105.00","3011","06830","Fairfield CT","Greenwich, CT",67,1 
"09001","0105.00","3012","06830","Fairfield CT","Greenwich, CT",141,1 
"09001","0105.00","3013","06830","Fairfield CT","Greenwich, CT",48,1 
"09001","0105.00","3014","06830","Fairfield CT","Greenwich, CT",13,1 
"09001","0105.00","3015","06830","Fairfield CT","Greenwich, CT",47,1 
"09001","0105.00","3016","06830","Fairfield CT","Greenwich, CT",86,1 
"09001","0105.00","3017","06830","Fairfield CT","Greenwich, CT",43,1 
"09001","0105.00","4000","06830","Fairfield CT","Greenwich, CT",382,1 
"09001","0105.00","4001","06830","Fairfield CT","Greenwich, CT",85,1 
"09001","0105.00","4002","06830","Fairfield CT","Greenwich, CT",37,1 
"09001","0105.00","4003","06830","Fairfield CT","Greenwich, CT",125,1 
